[ 2026-05-30 19:38:37,773 ] 52 root - INFO - Starting Data Ingestion
[ 2026-05-30 19:38:38,966 ] 136 root - INFO - Train/Test split completed
[ 2026-05-30 19:38:38,967 ] 75 root - INFO - Data Ingestion Completed
[ 2026-05-30 19:38:38,967 ] 83 root - INFO - Starting Data Validation
[ 2026-05-30 19:38:39,095 ] 78 root - INFO - Required columns: 31
[ 2026-05-30 19:38:39,095 ] 82 root - INFO - Available columns: 31
[ 2026-05-30 19:38:39,095 ] 78 root - INFO - Required columns: 31
[ 2026-05-30 19:38:39,095 ] 82 root - INFO - Available columns: 31
[ 2026-05-30 19:38:39,296 ] 107 root - INFO - Data Validation Completed
[ 2026-05-30 19:38:39,305 ] 115 root - INFO - Starting Data Transformation
[ 2026-05-30 19:38:39,305 ] 97 root - INFO - Entered initiate_data_transformation method
[ 2026-05-30 19:38:39,305 ] 103 root - INFO - Starting Data Transformation
[ 2026-05-30 19:38:39,446 ] 67 root - INFO - Entered get_data_transformer_object method
[ 2026-05-30 19:38:39,446 ] 77 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-30 19:38:39,471 ] 49 root - INFO - Entered the save_object method of Main_utils class
[ 2026-05-30 19:38:39,475 ] 231 root - INFO - Data Transformation Completed
[ 2026-05-30 19:38:39,478 ] 141 root - INFO - Data Transformation Completed
[ 2026-05-30 19:38:39,478 ] 149 root - INFO - Starting Model Training
