[ 2026-05-30 19:48:35,471 ] 52 root - INFO - Starting Data Ingestion
[ 2026-05-30 19:48:36,661 ] 136 root - INFO - Train/Test split completed
[ 2026-05-30 19:48:36,662 ] 75 root - INFO - Data Ingestion Completed
[ 2026-05-30 19:48:36,662 ] 83 root - INFO - Starting Data Validation
[ 2026-05-30 19:48:36,801 ] 78 root - INFO - Required columns: 31
[ 2026-05-30 19:48:36,802 ] 82 root - INFO - Available columns: 31
[ 2026-05-30 19:48:36,802 ] 78 root - INFO - Required columns: 31
[ 2026-05-30 19:48:36,802 ] 82 root - INFO - Available columns: 31
[ 2026-05-30 19:48:37,023 ] 107 root - INFO - Data Validation Completed
[ 2026-05-30 19:48:37,023 ] 115 root - INFO - Starting Data Transformation
[ 2026-05-30 19:48:37,023 ] 97 root - INFO - Entered initiate_data_transformation method
[ 2026-05-30 19:48:37,023 ] 103 root - INFO - Starting Data Transformation
[ 2026-05-30 19:48:37,149 ] 67 root - INFO - Entered get_data_transformer_object method
[ 2026-05-30 19:48:37,150 ] 77 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-30 19:48:37,178 ] 49 root - INFO - Entered the save_object method of Main_utils class
[ 2026-05-30 19:48:37,181 ] 231 root - INFO - Data Transformation Completed
[ 2026-05-30 19:48:37,183 ] 141 root - INFO - Data Transformation Completed
[ 2026-05-30 19:48:37,183 ] 149 root - INFO - Starting Model Training
