[ 2026-05-31 09:37:16,932 ] 52 root - INFO - Starting Data Ingestion
[ 2026-05-31 09:37:18,145 ] 136 root - INFO - Train/Test split completed
[ 2026-05-31 09:37:18,146 ] 75 root - INFO - Data Ingestion Completed
[ 2026-05-31 09:37:18,146 ] 83 root - INFO - Starting Data Validation
[ 2026-05-31 09:37:18,297 ] 78 root - INFO - Required columns: 31
[ 2026-05-31 09:37:18,297 ] 82 root - INFO - Available columns: 31
[ 2026-05-31 09:37:18,297 ] 78 root - INFO - Required columns: 31
[ 2026-05-31 09:37:18,297 ] 82 root - INFO - Available columns: 31
[ 2026-05-31 09:37:18,470 ] 107 root - INFO - Data Validation Completed
[ 2026-05-31 09:37:18,472 ] 115 root - INFO - Starting Data Transformation
[ 2026-05-31 09:37:18,472 ] 97 root - INFO - Entered initiate_data_transformation method
[ 2026-05-31 09:37:18,472 ] 103 root - INFO - Starting Data Transformation
[ 2026-05-31 09:37:18,591 ] 67 root - INFO - Entered get_data_transformer_object method
[ 2026-05-31 09:37:18,591 ] 77 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-31 09:37:18,622 ] 51 root - INFO - Entered the save_object method of Main_utils class
[ 2026-05-31 09:37:18,629 ] 231 root - INFO - Data Transformation Completed
[ 2026-05-31 09:37:18,632 ] 141 root - INFO - Data Transformation Completed
[ 2026-05-31 09:37:18,632 ] 149 root - INFO - Starting Model Training
[ 2026-05-31 09:38:31,499 ] 60 root - INFO - Entered the load_object method of Main_utils class
[ 2026-05-31 09:38:31,526 ] 51 root - INFO - Entered the save_object method of Main_utils class
[ 2026-05-31 09:38:31,549 ] 263 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05-31-2026-09-37-16\\Model_Trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9915521628498728, precision_score=0.9894373349583587, recall_score=0.9936760505915953), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9715864246250987, precision_score=0.962470680218921, recall_score=0.9808764940239044))
[ 2026-05-31 09:38:31,554 ] 178 root - INFO - Model Training Completed
