[ 2026-05-30 17:09:13,470 ] 47 root - INFO - Starting Data Ingestion
[ 2026-05-30 17:09:14,873 ] 136 root - INFO - Train/Test split completed
[ 2026-05-30 17:09:14,874 ] 58 root - INFO - Data Ingestion Completed
[ 2026-05-30 17:09:14,884 ] 77 root - INFO - Starting Data Validation
[ 2026-05-30 17:09:15,009 ] 78 root - INFO - Required columns: 31
[ 2026-05-30 17:09:15,009 ] 82 root - INFO - Available columns: 31
[ 2026-05-30 17:09:15,009 ] 78 root - INFO - Required columns: 31
[ 2026-05-30 17:09:15,009 ] 82 root - INFO - Available columns: 31
[ 2026-05-30 17:09:15,192 ] 88 root - INFO - Data Validation Completed
[ 2026-05-30 17:09:15,203 ] 107 root - INFO - Starting Data Transformation
[ 2026-05-30 17:09:15,203 ] 97 root - INFO - Entered initiate_data_transformation method
[ 2026-05-30 17:09:15,203 ] 103 root - INFO - Starting Data Transformation
[ 2026-05-30 17:09:15,323 ] 67 root - INFO - Entered get_data_transformer_object method
[ 2026-05-30 17:09:15,323 ] 77 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-30 17:09:15,369 ] 48 root - INFO - Entered the save_object method of Main_utils class
[ 2026-05-30 17:09:15,377 ] 231 root - INFO - Data Transformation Completed
[ 2026-05-30 17:09:15,379 ] 118 root - INFO - Data Transformation Completed
