[ 2026-05-30 19:34:54,513 ] 52 root - INFO - Starting Data Ingestion
[ 2026-05-30 19:34:55,681 ] 136 root - INFO - Train/Test split completed
[ 2026-05-30 19:34:55,682 ] 75 root - INFO - Data Ingestion Completed
[ 2026-05-30 19:34:55,682 ] 83 root - INFO - Starting Data Validation
[ 2026-05-30 19:34:55,809 ] 78 root - INFO - Required columns: 31
[ 2026-05-30 19:34:55,809 ] 82 root - INFO - Available columns: 31
[ 2026-05-30 19:34:55,809 ] 78 root - INFO - Required columns: 31
[ 2026-05-30 19:34:55,809 ] 82 root - INFO - Available columns: 31
[ 2026-05-30 19:34:55,970 ] 107 root - INFO - Data Validation Completed
[ 2026-05-30 19:34:55,981 ] 115 root - INFO - Starting Data Transformation
[ 2026-05-30 19:34:55,981 ] 97 root - INFO - Entered initiate_data_transformation method
[ 2026-05-30 19:34:55,981 ] 103 root - INFO - Starting Data Transformation
[ 2026-05-30 19:34:56,106 ] 67 root - INFO - Entered get_data_transformer_object method
[ 2026-05-30 19:34:56,106 ] 77 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-30 19:34:56,143 ] 49 root - INFO - Entered the save_object method of Main_utils class
[ 2026-05-30 19:34:56,146 ] 231 root - INFO - Data Transformation Completed
[ 2026-05-30 19:34:56,148 ] 141 root - INFO - Data Transformation Completed
[ 2026-05-30 19:34:56,148 ] 149 root - INFO - Starting Model Training
[ 2026-05-30 19:34:56,179 ] 178 root - INFO - Model Training Completed
