[ 2026-05-30 20:10:28,773 ] 52 root - INFO - Starting Data Ingestion
[ 2026-05-30 20:10:30,040 ] 136 root - INFO - Train/Test split completed
[ 2026-05-30 20:10:30,042 ] 75 root - INFO - Data Ingestion Completed
[ 2026-05-30 20:10:30,042 ] 83 root - INFO - Starting Data Validation
[ 2026-05-30 20:10:30,189 ] 78 root - INFO - Required columns: 31
[ 2026-05-30 20:10:30,189 ] 82 root - INFO - Available columns: 31
[ 2026-05-30 20:10:30,189 ] 78 root - INFO - Required columns: 31
[ 2026-05-30 20:10:30,189 ] 82 root - INFO - Available columns: 31
[ 2026-05-30 20:10:30,501 ] 107 root - INFO - Data Validation Completed
[ 2026-05-30 20:10:30,513 ] 115 root - INFO - Starting Data Transformation
[ 2026-05-30 20:10:30,513 ] 97 root - INFO - Entered initiate_data_transformation method
[ 2026-05-30 20:10:30,514 ] 103 root - INFO - Starting Data Transformation
[ 2026-05-30 20:10:30,665 ] 67 root - INFO - Entered get_data_transformer_object method
[ 2026-05-30 20:10:30,666 ] 77 root - INFO - KNNImputer initialized with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-30 20:10:30,705 ] 51 root - INFO - Entered the save_object method of Main_utils class
[ 2026-05-30 20:10:30,710 ] 231 root - INFO - Data Transformation Completed
[ 2026-05-30 20:10:30,712 ] 141 root - INFO - Data Transformation Completed
[ 2026-05-30 20:10:30,713 ] 149 root - INFO - Starting Model Training
[ 2026-05-30 20:13:14,659 ] 60 root - INFO - Entered the load_object method of Main_utils class
[ 2026-05-30 20:13:14,711 ] 51 root - INFO - Entered the save_object method of Main_utils class
